region,country,year,population_m,organ,source,transplants,transplants_pmp
Eastern Mediterranean,Kuwait,2014,3.5,heart,total,0,0
Eastern Mediterranean,Kuwait,2014,3.5,kidney,deceased,41,11.714285714285714
Eastern Mediterranean,Kuwait,2014,3.5,kidney,living,58,16.571428571428573
Eastern Mediterranean,Kuwait,2014,3.5,kidney,total,99,28.285714285714285
Eastern Mediterranean,Kuwait,2014,3.5,kidneypancreas,total,2,0.5714285714285714
Eastern Mediterranean,Kuwait,2014,3.5,liver,deceased,0,0
Eastern Mediterranean,Kuwait,2014,3.5,liver,domino,0,0
Eastern Mediterranean,Kuwait,2014,3.5,liver,living,0,0
Eastern Mediterranean,Kuwait,2014,3.5,liver,total,0,0
Eastern Mediterranean,Kuwait,2014,3.5,lung,deceased,0,0
Eastern Mediterranean,Kuwait,2014,3.5,lung,living,0,0
Eastern Mediterranean,Kuwait,2014,3.5,lung,total,0,0
Eastern Mediterranean,Kuwait,2014,3.5,pancreas,total,2,0.5714285714285714
Eastern Mediterranean,Kuwait,2014,3.5,smallbowel,total,0,0
Eastern Mediterranean,Kuwait,2015,3.9,heart,total,0,0
Eastern Mediterranean,Kuwait,2015,3.9,kidney,deceased,24,6.153846153846154
Eastern Mediterranean,Kuwait,2015,3.9,kidney,living,57,14.615384615384615
Eastern Mediterranean,Kuwait,2015,3.9,kidney,total,81,20.76923076923077
Eastern Mediterranean,Kuwait,2015,3.9,kidneypancreas,total,1,0.25641025641025644
Eastern Mediterranean,Kuwait,2015,3.9,liver,deceased,0,0
Eastern Mediterranean,Kuwait,2015,3.9,liver,domino,0,0
Eastern Mediterranean,Kuwait,2015,3.9,liver,living,0,0
Eastern Mediterranean,Kuwait,2015,3.9,liver,total,0,0
Eastern Mediterranean,Kuwait,2015,3.9,lung,deceased,0,0
Eastern Mediterranean,Kuwait,2015,3.9,lung,living,0,0
Eastern Mediterranean,Kuwait,2015,3.9,lung,total,0,0
Eastern Mediterranean,Kuwait,2015,3.9,pancreas,total,1,0.25641025641025644
Eastern Mediterranean,Kuwait,2015,3.9,smallbowel,total,0,0
Eastern Mediterranean,Kuwait,2016,4,heart,total,0,0
Eastern Mediterranean,Kuwait,2016,4,kidney,deceased,30,7.5
Eastern Mediterranean,Kuwait,2016,4,kidney,living,47,11.75
Eastern Mediterranean,Kuwait,2016,4,kidney,total,77,19.25
Eastern Mediterranean,Kuwait,2016,4,kidneypancreas,total,1,0.25
Eastern Mediterranean,Kuwait,2016,4,liver,deceased,0,0
Eastern Mediterranean,Kuwait,2016,4,liver,domino,0,0
Eastern Mediterranean,Kuwait,2016,4,liver,living,0,0
Eastern Mediterranean,Kuwait,2016,4,liver,total,0,0
Eastern Mediterranean,Kuwait,2016,4,lung,deceased,0,0
Eastern Mediterranean,Kuwait,2016,4,lung,living,0,0
Eastern Mediterranean,Kuwait,2016,4,lung,total,0,0
Eastern Mediterranean,Kuwait,2016,4,pancreas,total,1,0.25
Eastern Mediterranean,Kuwait,2016,4,smallbowel,total,0,0
Eastern Mediterranean,Kuwait,2017,4.1,heart,total,0,0
Eastern Mediterranean,Kuwait,2017,4.1,kidney,deceased,29,7.073170731707318
Eastern Mediterranean,Kuwait,2017,4.1,kidney,living,60,14.634146341463415
Eastern Mediterranean,Kuwait,2017,4.1,kidney,total,89,21.707317073170735
Eastern Mediterranean,Kuwait,2017,4.1,kidneypancreas,total,3,0.7317073170731708
Eastern Mediterranean,Kuwait,2017,4.1,liver,deceased,0,0
Eastern Mediterranean,Kuwait,2017,4.1,liver,domino,0,0
Eastern Mediterranean,Kuwait,2017,4.1,liver,living,0,0
Eastern Mediterranean,Kuwait,2017,4.1,liver,total,0,0
Eastern Mediterranean,Kuwait,2017,4.1,lung,deceased,0,0
Eastern Mediterranean,Kuwait,2017,4.1,lung,living,0,0
Eastern Mediterranean,Kuwait,2017,4.1,lung,total,0,0
Eastern Mediterranean,Kuwait,2017,4.1,pancreas,total,3,0.7317073170731708
Eastern Mediterranean,Kuwait,2017,4.1,smallbowel,total,0,0
Eastern Mediterranean,Kuwait,2018,4.2,heart,total,0,0
Eastern Mediterranean,Kuwait,2018,4.2,kidney,deceased,19,4.523809523809524
Eastern Mediterranean,Kuwait,2018,4.2,kidney,living,51,12.142857142857142
Eastern Mediterranean,Kuwait,2018,4.2,kidney,total,70,16.666666666666664
Eastern Mediterranean,Kuwait,2018,4.2,kidneypancreas,total,0,0
Eastern Mediterranean,Kuwait,2018,4.2,liver,deceased,4,0.9523809523809523
Eastern Mediterranean,Kuwait,2018,4.2,liver,domino,0,0
Eastern Mediterranean,Kuwait,2018,4.2,liver,living,0,0
Eastern Mediterranean,Kuwait,2018,4.2,liver,total,4,0.9523809523809523
Eastern Mediterranean,Kuwait,2018,4.2,lung,deceased,0,0
Eastern Mediterranean,Kuwait,2018,4.2,lung,living,0,0
Eastern Mediterranean,Kuwait,2018,4.2,lung,total,0,0
Eastern Mediterranean,Kuwait,2018,4.2,pancreas,total,0,0
Eastern Mediterranean,Kuwait,2018,4.2,smallbowel,total,0,0
Eastern Mediterranean,Kuwait,2019,4.2,heart,total,1,0.23809523809523808
Eastern Mediterranean,Kuwait,2019,4.2,kidney,deceased,50,11.904761904761905
Eastern Mediterranean,Kuwait,2019,4.2,kidney,living,53,12.619047619047619
Eastern Mediterranean,Kuwait,2019,4.2,kidney,total,103,24.523809523809522
Eastern Mediterranean,Kuwait,2019,4.2,kidneypancreas,total,0,0
Eastern Mediterranean,Kuwait,2019,4.2,liver,deceased,6,1.4285714285714286
Eastern Mediterranean,Kuwait,2019,4.2,liver,domino,0,0
Eastern Mediterranean,Kuwait,2019,4.2,liver,living,0,0
Eastern Mediterranean,Kuwait,2019,4.2,liver,total,6,1.4285714285714286
Eastern Mediterranean,Kuwait,2019,4.2,lung,deceased,0,0
Eastern Mediterranean,Kuwait,2019,4.2,lung,living,0,0
Eastern Mediterranean,Kuwait,2019,4.2,lung,total,0,0
Eastern Mediterranean,Kuwait,2019,4.2,pancreas,total,0,0
Eastern Mediterranean,Kuwait,2019,4.2,smallbowel,total,0,0
Eastern Mediterranean,Kuwait,2020,4.3,heart,total,0,0
Eastern Mediterranean,Kuwait,2020,4.3,kidney,deceased,24,5.5813953488372094
Eastern Mediterranean,Kuwait,2020,4.3,kidney,living,37,8.604651162790699
Eastern Mediterranean,Kuwait,2020,4.3,kidney,total,61,14.186046511627907
Eastern Mediterranean,Kuwait,2020,4.3,liver,deceased,2,0.46511627906976744
Eastern Mediterranean,Kuwait,2020,4.3,liver,domino,0,0
Eastern Mediterranean,Kuwait,2020,4.3,liver,living,0,0
Eastern Mediterranean,Kuwait,2020,4.3,liver,total,2,0.46511627906976744
Eastern Mediterranean,Kuwait,2020,4.3,lung,deceased,0,0
Eastern Mediterranean,Kuwait,2020,4.3,lung,living,0,0
Eastern Mediterranean,Kuwait,2020,4.3,lung,total,0,0
Eastern Mediterranean,Kuwait,2020,4.3,pancreas,total,0,0
Eastern Mediterranean,Kuwait,2020,4.3,smallbowel,total,0,0
Eastern Mediterranean,Kuwait,2021,4.3,heart,total,0,0
Eastern Mediterranean,Kuwait,2021,4.3,kidney,deceased,39,9.069767441860465
Eastern Mediterranean,Kuwait,2021,4.3,kidney,living,48,11.162790697674419
Eastern Mediterranean,Kuwait,2021,4.3,kidney,total,87,20.232558139534884
Eastern Mediterranean,Kuwait,2021,4.3,kidneypancreas,total,0,0
Eastern Mediterranean,Kuwait,2021,4.3,liver,deceased,0,0
Eastern Mediterranean,Kuwait,2021,4.3,liver,domino,0,0
Eastern Mediterranean,Kuwait,2021,4.3,liver,living,0,0
Eastern Mediterranean,Kuwait,2021,4.3,liver,total,0,0
Eastern Mediterranean,Kuwait,2021,4.3,lung,deceased,0,0
Eastern Mediterranean,Kuwait,2021,4.3,lung,living,0,0
Eastern Mediterranean,Kuwait,2021,4.3,lung,total,0,0
Eastern Mediterranean,Kuwait,2021,4.3,pancreas,total,0,0
Eastern Mediterranean,Kuwait,2021,4.3,smallbowel,total,0,0
Eastern Mediterranean,Kuwait,2022,4.4,heart,total,1,0.22727272727272727
Eastern Mediterranean,Kuwait,2022,4.4,kidney,deceased,49,11.136363636363635
Eastern Mediterranean,Kuwait,2022,4.4,kidney,living,50,11.363636363636363
Eastern Mediterranean,Kuwait,2022,4.4,kidney,total,99,22.499999999999996
Eastern Mediterranean,Kuwait,2022,4.4,kidneypancreas,total,0,0
Eastern Mediterranean,Kuwait,2022,4.4,liver,deceased,0,0
Eastern Mediterranean,Kuwait,2022,4.4,liver,domino,0,0
Eastern Mediterranean,Kuwait,2022,4.4,liver,living,0,0
Eastern Mediterranean,Kuwait,2022,4.4,liver,total,0,0
Eastern Mediterranean,Kuwait,2022,4.4,lung,deceased,0,0
Eastern Mediterranean,Kuwait,2022,4.4,lung,living,0,0
Eastern Mediterranean,Kuwait,2022,4.4,lung,total,0,0
Eastern Mediterranean,Kuwait,2022,4.4,pancreas,total,0,0
Eastern Mediterranean,Kuwait,2022,4.4,smallbowel,total,0,0
Eastern Mediterranean,Kuwait,2023,4.3,heart,total,1,0.23255813953488372
Eastern Mediterranean,Kuwait,2023,4.3,kidney,deceased,60,13.953488372093023
Eastern Mediterranean,Kuwait,2023,4.3,kidney,living,80,18.6046511627907
Eastern Mediterranean,Kuwait,2023,4.3,kidney,total,140,32.55813953488372
Eastern Mediterranean,Kuwait,2023,4.3,kidneypancreas,total,1,0.23255813953488372
Eastern Mediterranean,Kuwait,2023,4.3,liver,deceased,0,0
Eastern Mediterranean,Kuwait,2023,4.3,liver,domino,0,0
Eastern Mediterranean,Kuwait,2023,4.3,liver,living,0,0
Eastern Mediterranean,Kuwait,2023,4.3,liver,total,0,0
Eastern Mediterranean,Kuwait,2023,4.3,lung,deceased,0,0
Eastern Mediterranean,Kuwait,2023,4.3,lung,living,0,0
Eastern Mediterranean,Kuwait,2023,4.3,lung,total,0,0
Eastern Mediterranean,Kuwait,2023,4.3,pancreas,total,2,0.46511627906976744
Eastern Mediterranean,Kuwait,2023,4.3,smallbowel,total,0,0
Eastern Mediterranean,Kuwait,2024,4.3,heart,total,2,0.46511627906976744
Eastern Mediterranean,Kuwait,2024,4.3,kidney,deceased,80,18.6046511627907
Eastern Mediterranean,Kuwait,2024,4.3,kidney,living,68,15.813953488372094
Eastern Mediterranean,Kuwait,2024,4.3,kidney,total,148,34.418604651162795
Eastern Mediterranean,Kuwait,2024,4.3,kidneypancreas,total,0,0
Eastern Mediterranean,Kuwait,2024,4.3,liver,deceased,0,0
Eastern Mediterranean,Kuwait,2024,4.3,liver,domino,0,0
Eastern Mediterranean,Kuwait,2024,4.3,liver,living,0,0
Eastern Mediterranean,Kuwait,2024,4.3,liver,total,0,0
Eastern Mediterranean,Kuwait,2024,4.3,lung,deceased,0,0
Eastern Mediterranean,Kuwait,2024,4.3,lung,living,0,0
Eastern Mediterranean,Kuwait,2024,4.3,lung,total,0,0
Eastern Mediterranean,Kuwait,2024,4.3,pancreas,total,0,0
Eastern Mediterranean,Kuwait,2024,4.3,smallbowel,total,0,0
Europe,Kyrgyzstan,2011,5.4,heart,total,0,0
Europe,Kyrgyzstan,2011,5.4,kidney,deceased,0,0
Europe,Kyrgyzstan,2011,5.4,kidney,living,3,0.5555555555555555
Europe,Kyrgyzstan,2011,5.4,kidney,total,3,0.5555555555555555
Europe,Kyrgyzstan,2011,5.4,kidneypancreas,total,0,0
Europe,Kyrgyzstan,2011,5.4,liver,deceased,0,0
Europe,Kyrgyzstan,2011,5.4,liver,domino,0,0
Europe,Kyrgyzstan,2011,5.4,liver,living,0,0
Europe,Kyrgyzstan,2011,5.4,liver,total,0,0
Europe,Kyrgyzstan,2011,5.4,lung,deceased,0,0
Europe,Kyrgyzstan,2011,5.4,lung,living,0,0
Europe,Kyrgyzstan,2011,5.4,lung,total,0,0
Europe,Kyrgyzstan,2011,5.4,pancreas,total,0,0
Europe,Kyrgyzstan,2011,5.4,smallbowel,total,0,0
Europe,Kyrgyzstan,2012,5.4,heart,total,0,0
Europe,Kyrgyzstan,2012,5.4,kidney,deceased,0,0
Europe,Kyrgyzstan,2012,5.4,kidney,living,3,0.5555555555555555
Europe,Kyrgyzstan,2012,5.4,kidney,total,3,0.5555555555555555
Europe,Kyrgyzstan,2012,5.4,kidneypancreas,total,0,0
Europe,Kyrgyzstan,2012,5.4,liver,deceased,0,0
Europe,Kyrgyzstan,2012,5.4,liver,domino,0,0
Europe,Kyrgyzstan,2012,5.4,liver,living,0,0
Europe,Kyrgyzstan,2012,5.4,liver,total,0,0
Europe,Kyrgyzstan,2012,5.4,lung,deceased,0,0
Europe,Kyrgyzstan,2012,5.4,lung,living,0,0
Europe,Kyrgyzstan,2012,5.4,lung,total,0,0
Europe,Kyrgyzstan,2012,5.4,pancreas,total,0,0
Europe,Kyrgyzstan,2012,5.4,smallbowel,total,0,0
Europe,Kyrgyzstan,2013,5.5,heart,total,0,0
Europe,Kyrgyzstan,2013,5.5,kidney,deceased,0,0
Europe,Kyrgyzstan,2013,5.5,kidney,living,3,0.5454545454545454
Europe,Kyrgyzstan,2013,5.5,kidney,total,3,0.5454545454545454
Europe,Kyrgyzstan,2013,5.5,kidneypancreas,total,0,0
Europe,Kyrgyzstan,2013,5.5,liver,deceased,0,0
Europe,Kyrgyzstan,2013,5.5,liver,domino,0,0
Europe,Kyrgyzstan,2013,5.5,liver,living,0,0
Europe,Kyrgyzstan,2013,5.5,liver,total,0,0
Europe,Kyrgyzstan,2013,5.5,lung,deceased,0,0
Europe,Kyrgyzstan,2013,5.5,lung,living,0,0
Europe,Kyrgyzstan,2013,5.5,lung,total,0,0
Europe,Kyrgyzstan,2013,5.5,pancreas,total,0,0
Europe,Kyrgyzstan,2013,5.5,smallbowel,total,0,0
Europe,Kyrgyzstan,2014,5.6,heart,total,0,0
Europe,Kyrgyzstan,2014,5.6,kidney,deceased,0,0
Europe,Kyrgyzstan,2014,5.6,kidney,living,3,0.5357142857142857
Europe,Kyrgyzstan,2014,5.6,kidney,total,3,0.5357142857142857
Europe,Kyrgyzstan,2014,5.6,kidneypancreas,total,0,0
Europe,Kyrgyzstan,2014,5.6,liver,deceased,0,0
Europe,Kyrgyzstan,2014,5.6,liver,domino,0,0
Europe,Kyrgyzstan,2014,5.6,liver,living,0,0
Europe,Kyrgyzstan,2014,5.6,liver,total,0,0
Europe,Kyrgyzstan,2014,5.6,lung,deceased,0,0
Europe,Kyrgyzstan,2014,5.6,lung,living,0,0
Europe,Kyrgyzstan,2014,5.6,lung,total,0,0
Europe,Kyrgyzstan,2014,5.6,pancreas,total,0,0
Europe,Kyrgyzstan,2014,5.6,smallbowel,total,0,0
Europe,Kyrgyzstan,2015,5.9,heart,total,0,0
Europe,Kyrgyzstan,2015,5.9,kidney,deceased,0,0
Europe,Kyrgyzstan,2015,5.9,kidney,living,20,3.389830508474576
Europe,Kyrgyzstan,2015,5.9,kidney,total,20,3.389830508474576
Europe,Kyrgyzstan,2015,5.9,kidneypancreas,total,0,0
Europe,Kyrgyzstan,2015,5.9,liver,deceased,0,0
Europe,Kyrgyzstan,2015,5.9,liver,living,2,0.3389830508474576
Europe,Kyrgyzstan,2015,5.9,liver,total,2,0.3389830508474576
Europe,Kyrgyzstan,2015,5.9,lung,deceased,0,0
Europe,Kyrgyzstan,2015,5.9,lung,living,0,0
Europe,Kyrgyzstan,2015,5.9,lung,total,0,0
Europe,Kyrgyzstan,2015,5.9,pancreas,total,0,0
Europe,Kyrgyzstan,2015,5.9,smallbowel,total,0,0
Europe,Latvia,2000,2.4,kidney,deceased,59,24.583333333333336
Europe,Latvia,2000,2.4,kidney,total,59,24.583333333333336
Europe,Latvia,2001,2.4,heart,total,0,0
Europe,Latvia,2001,2.4,kidney,deceased,65,27.083333333333336
Europe,Latvia,2001,2.4,kidney,living,0,0
Europe,Latvia,2001,2.4,kidney,total,65,27.083333333333336
Europe,Latvia,2001,2.4,kidneypancreas,total,0,0
Europe,Latvia,2001,2.4,liver,deceased,0,0
Europe,Latvia,2001,2.4,liver,total,0,0
Europe,Latvia,2001,2.4,lung,total,0,0
Europe,Latvia,2001,2.4,pancreas,total,0,0
Europe,Latvia,2001,2.4,smallbowel,total,0,0
Europe,Latvia,2002,2.4,heart,total,1,0.4166666666666667
Europe,Latvia,2002,2.4,kidney,deceased,71,29.583333333333336
Europe,Latvia,2002,2.4,kidney,living,0,0
Europe,Latvia,2002,2.4,kidney,total,71,29.583333333333336
Europe,Latvia,2002,2.4,kidneypancreas,total,0,0
Europe,Latvia,2002,2.4,liver,deceased,0,0
Europe,Latvia,2002,2.4,liver,total,0,0
Europe,Latvia,2002,2.4,lung,total,0,0
Europe,Latvia,2002,2.4,pancreas,total,0,0
Europe,Latvia,2002,2.4,smallbowel,total,0,0
Europe,Latvia,2003,2.3,kidney,deceased,67,29.1304347826087
Europe,Latvia,2003,2.3,kidney,total,67,29.1304347826087
Europe,Latvia,2004,2.3,heart,total,1,0.4347826086956522
Europe,Latvia,2004,2.3,kidney,deceased,71,30.869565217391308
Europe,Latvia,2004,2.3,kidney,living,1,0.4347826086956522
Europe,Latvia,2004,2.3,kidney,total,72,31.30434782608696
Europe,Latvia,2005,2.3,kidney,deceased,79,34.34782608695652
Europe,Latvia,2005,2.3,kidney,total,79,34.34782608695652
Europe,Latvia,2006,2.3,heart,total,2,0.8695652173913044
Europe,Latvia,2006,2.3,kidney,deceased,75,32.608695652173914
Europe,Latvia,2006,2.3,kidney,total,75,32.608695652173914
Europe,Latvia,2007,2.3,heart,total,3,1.3043478260869565
Europe,Latvia,2007,2.3,kidney,deceased,72,31.30434782608696
Europe,Latvia,2007,2.3,kidney,living,1,0.4347826086956522
Europe,Latvia,2007,2.3,kidney,total,73,31.739130434782613
Europe,Latvia,2007,2.3,kidneypancreas,total,0,0
Europe,Latvia,2007,2.3,liver,deceased,0,0
Europe,Latvia,2007,2.3,liver,domino,0,0
Europe,Latvia,2007,2.3,liver,living,0,0
Europe,Latvia,2007,2.3,liver,total,0,0
Europe,Latvia,2007,2.3,lung,total,0,0
Europe,Latvia,2007,2.3,pancreas,total,0,0
Europe,Latvia,2007,2.3,smallbowel,total,0,0
Europe,Latvia,2008,2.3,kidney,deceased,53,23.043478260869566
Europe,Latvia,2008,2.3,kidney,living,1,0.4347826086956522
Europe,Latvia,2008,2.3,kidney,total,54,23.47826086956522
Europe,Latvia,2008,2.3,kidneypancreas,total,1,0.4347826086956522
Europe,Latvia,2008,2.3,liver,domino,0,0
Europe,Latvia,2008,2.3,pancreas,total,1,0.4347826086956522
Europe,Latvia,2008,2.3,smallbowel,total,0,0
Europe,Latvia,2009,2.2,heart,total,1,0.45454545454545453
Europe,Latvia,2009,2.2,kidney,deceased,64,29.09090909090909
Europe,Latvia,2009,2.2,kidney,living,6,2.727272727272727
Europe,Latvia,2009,2.2,kidney,total,70,31.818181818181817
Europe,Latvia,2009,2.2,kidneypancreas,total,0,0
Europe,Latvia,2009,2.2,liver,deceased,0,0
Europe,Latvia,2009,2.2,liver,domino,0,0
Europe,Latvia,2009,2.2,liver,living,0,0
Europe,Latvia,2009,2.2,liver,total,0,0
Europe,Latvia,2009,2.2,lung,total,0,0
Europe,Latvia,2009,2.2,smallbowel,total,0,0
Europe,Latvia,2010,2.2,heart,total,0,0
Europe,Latvia,2010,2.2,kidney,deceased,64,29.09090909090909
Europe,Latvia,2010,2.2,kidney,living,2,0.9090909090909091
Europe,Latvia,2010,2.2,kidney,total,66,29.999999999999996
Europe,Latvia,2010,2.2,kidneypancreas,total,0,0
Europe,Latvia,2010,2.2,liver,deceased,0,0
Europe,Latvia,2010,2.2,liver,domino,0,0
Europe,Latvia,2010,2.2,liver,living,0,0
Europe,Latvia,2010,2.2,liver,total,0,0
Europe,Latvia,2010,2.2,lung,total,0,0
Europe,Latvia,2010,2.2,smallbowel,total,0,0
Europe,Latvia,2011,2.2,heart,total,3,1.3636363636363635
Europe,Latvia,2011,2.2,kidney,deceased,74,33.63636363636363
Europe,Latvia,2011,2.2,kidney,living,3,1.3636363636363635
Europe,Latvia,2011,2.2,kidney,total,77,35
Europe,Latvia,2011,2.2,kidneypancreas,total,0,0
Europe,Latvia,2011,2.2,liver,deceased,1,0.45454545454545453
Europe,Latvia,2011,2.2,liver,domino,0,0
Europe,Latvia,2011,2.2,liver,living,0,0
Europe,Latvia,2011,2.2,liver,total,1,0.45454545454545453
Europe,Latvia,2011,2.2,lung,deceased,0,0
Europe,Latvia,2011,2.2,lung,living,0,0
Europe,Latvia,2011,2.2,lung,total,0,0
Europe,Latvia,2011,2.2,pancreas,total,0,0
Europe,Latvia,2011,2.2,smallbowel,total,0,0
Europe,Latvia,2012,2.2,heart,total,1,0.45454545454545453
Europe,Latvia,2012,2.2,kidney,deceased,65,29.545454545454543
Europe,Latvia,2012,2.2,kidney,living,5,2.2727272727272725
Europe,Latvia,2012,2.2,kidney,total,70,31.818181818181817
Europe,Latvia,2012,2.2,kidneypancreas,total,0,0
Europe,Latvia,2012,2.2,liver,deceased,0,0
Europe,Latvia,2012,2.2,liver,domino,0,0
Europe,Latvia,2012,2.2,liver,living,0,0
Europe,Latvia,2012,2.2,liver,total,0,0
Europe,Latvia,2012,2.2,lung,deceased,0,0
Europe,Latvia,2012,2.2,lung,living,0,0
Europe,Latvia,2012,2.2,lung,total,0,0
Europe,Latvia,2012,2.2,pancreas,total,0,0
Europe,Latvia,2012,2.2,smallbowel,total,0,0
Europe,Latvia,2013,2.1,heart,total,4,1.9047619047619047
Europe,Latvia,2013,2.1,kidney,deceased,66,31.428571428571427
Europe,Latvia,2013,2.1,kidney,living,6,2.857142857142857
Europe,Latvia,2013,2.1,kidney,total,72,34.285714285714285
Europe,Latvia,2013,2.1,kidneypancreas,total,0,0
Europe,Latvia,2013,2.1,liver,deceased,0,0
Europe,Latvia,2013,2.1,liver,domino,0,0
Europe,Latvia,2013,2.1,liver,living,0,0
Europe,Latvia,2013,2.1,liver,total,0,0
Europe,Latvia,2013,2.1,lung,deceased,0,0
Europe,Latvia,2013,2.1,lung,living,0,0
Europe,Latvia,2013,2.1,lung,total,0,0
Europe,Latvia,2013,2.1,pancreas,total,0,0
Europe,Latvia,2013,2.1,smallbowel,total,0,0
Europe,Latvia,2014,2,heart,total,2,1
Europe,Latvia,2014,2,kidney,deceased,52,26
Europe,Latvia,2014,2,kidney,living,7,3.5
Europe,Latvia,2014,2,kidney,total,59,29.5
Europe,Latvia,2014,2,kidneypancreas,total,0,0
Europe,Latvia,2014,2,liver,deceased,0,0
Europe,Latvia,2014,2,liver,domino,0,0
Europe,Latvia,2014,2,liver,living,0,0
Europe,Latvia,2014,2,liver,total,0,0
Europe,Latvia,2014,2,lung,deceased,0,0
Europe,Latvia,2014,2,lung,living,0,0
Europe,Latvia,2014,2,lung,total,0,0
Europe,Latvia,2014,2,pancreas,total,0,0
Europe,Latvia,2014,2,smallbowel,total,0,0
Europe,Latvia,2015,2,heart,total,2,1
Europe,Latvia,2015,2,kidney,deceased,66,33
Europe,Latvia,2015,2,kidney,living,11,5.5
Europe,Latvia,2015,2,kidney,total,77,38.5
Europe,Latvia,2015,2,kidneypancreas,total,0,0
Europe,Latvia,2015,2,liver,deceased,0,0
Europe,Latvia,2015,2,liver,domino,0,0
Europe,Latvia,2015,2,liver,living,0,0
Europe,Latvia,2015,2,liver,total,0,0
Europe,Latvia,2015,2,lung,deceased,0,0
Europe,Latvia,2015,2,lung,living,0,0
Europe,Latvia,2015,2,lung,total,0,0
Europe,Latvia,2015,2,pancreas,total,0,0
Europe,Latvia,2015,2,smallbowel,total,0,0
Europe,Latvia,2016,2,heart,total,3,1.5
Europe,Latvia,2016,2,kidney,deceased,49,24.5
Europe,Latvia,2016,2,kidney,living,10,5
Europe,Latvia,2016,2,kidney,total,59,29.5
Europe,Latvia,2016,2,kidneypancreas,total,0,0
Europe,Latvia,2016,2,liver,deceased,0,0
Europe,Latvia,2016,2,liver,domino,0,0
Europe,Latvia,2016,2,liver,living,0,0
Europe,Latvia,2016,2,liver,total,0,0
Europe,Latvia,2016,2,lung,deceased,0,0
Europe,Latvia,2016,2,lung,living,0,0
Europe,Latvia,2016,2,lung,total,0,0
Europe,Latvia,2016,2,pancreas,total,0,0
Europe,Latvia,2016,2,smallbowel,total,0,0
Europe,Latvia,2017,1.9,heart,total,1,0.5263157894736842
Europe,Latvia,2017,1.9,kidney,deceased,37,19.473684210526315
Europe,Latvia,2017,1.9,kidney,living,13,6.842105263157895
Europe,Latvia,2017,1.9,kidney,total,50,26.315789473684212
Europe,Latvia,2017,1.9,kidneypancreas,total,0,0
Europe,Latvia,2017,1.9,liver,deceased,0,0
Europe,Latvia,2017,1.9,liver,domino,0,0
Europe,Latvia,2017,1.9,liver,living,0,0
Europe,Latvia,2017,1.9,liver,total,0,0
Europe,Latvia,2017,1.9,lung,deceased,0,0
Europe,Latvia,2017,1.9,lung,living,0,0
Europe,Latvia,2017,1.9,lung,total,0,0
Europe,Latvia,2017,1.9,pancreas,total,0,0
Europe,Latvia,2017,1.9,smallbowel,total,0,0
Europe,Latvia,2018,1.9,heart,total,3,1.5789473684210527
Europe,Latvia,2018,1.9,kidney,deceased,39,20.526315789473685
Europe,Latvia,2018,1.9,kidney,living,14,7.36842105263158
Europe,Latvia,2018,1.9,kidney,total,53,27.894736842105264
Europe,Latvia,2018,1.9,kidneypancreas,total,1,0.5263157894736842
Europe,Latvia,2018,1.9,liver,deceased,6,3.1578947368421053
Europe,Latvia,2018,1.9,liver,domino,0,0
Europe,Latvia,2018,1.9,liver,living,0,0
Europe,Latvia,2018,1.9,liver,total,6,3.1578947368421053
Europe,Latvia,2018,1.9,lung,deceased,0,0
Europe,Latvia,2018,1.9,lung,living,0,0
Europe,Latvia,2018,1.9,lung,total,0,0
Europe,Latvia,2018,1.9,pancreas,total,1,0.5263157894736842
Europe,Latvia,2018,1.9,smallbowel,total,0,0
Europe,Latvia,2019,1.9,heart,total,0,0
Europe,Latvia,2019,1.9,kidney,deceased,31,16.315789473684212
Europe,Latvia,2019,1.9,kidney,living,6,3.1578947368421053
Europe,Latvia,2019,1.9,kidney,total,37,19.473684210526315
Europe,Latvia,2019,1.9,kidneypancreas,total,0,0
Europe,Latvia,2019,1.9,liver,deceased,2,1.0526315789473684
Europe,Latvia,2019,1.9,liver,domino,0,0
Europe,Latvia,2019,1.9,liver,living,0,0
Europe,Latvia,2019,1.9,liver,total,2,1.0526315789473684
Europe,Latvia,2019,1.9,lung,deceased,0,0
Europe,Latvia,2019,1.9,lung,living,0,0
Europe,Latvia,2019,1.9,lung,total,0,0
Europe,Latvia,2019,1.9,pancreas,total,0,0
Europe,Latvia,2019,1.9,smallbowel,total,0,0
Europe,Latvia,2020,1.9,heart,total,2,1.0526315789473684
Europe,Latvia,2020,1.9,kidney,deceased,38,20
Europe,Latvia,2020,1.9,kidney,living,3,1.5789473684210527
Europe,Latvia,2020,1.9,kidney,total,41,21.578947368421055
Europe,Latvia,2020,1.9,kidneypancreas,total,0,0
Europe,Latvia,2020,1.9,liver,deceased,2,1.0526315789473684
Europe,Latvia,2020,1.9,liver,domino,0,0
Europe,Latvia,2020,1.9,liver,living,0,0
Europe,Latvia,2020,1.9,liver,total,2,1.0526315789473684
Europe,Latvia,2020,1.9,lung,deceased,0,0
Europe,Latvia,2020,1.9,lung,living,0,0
Europe,Latvia,2020,1.9,lung,total,0,0
Europe,Latvia,2020,1.9,pancreas,total,0,0
Europe,Latvia,2020,1.9,smallbowel,total,0,0
Europe,Latvia,2021,1.9,heart,total,2,1.0526315789473684
Europe,Latvia,2021,1.9,kidney,deceased,26,13.68421052631579
Europe,Latvia,2021,1.9,kidney,living,2,1.0526315789473684
