region,country,year,population_m,donor_actual_total,donor_actual_dbd,donor_actual_dcd,donor_utilized_total,donor_utilized_dbd,donor_utilized_dcd,tx_kidney_deceased,tx_kidney_living,tx_kidney_total,tx_liver_deceased,tx_liver_domino,tx_liver_living,tx_liver_total,tx_heart_total,tx_lung_deceased,tx_lung_living,tx_lung_total,tx_pancreas_total,tx_kidneypancreas_total,tx_smallbowel_total
Eastern Mediterranean,Syrian Arab Republic,2012,21.1,0,0,0,0,0,0,0,257,257,0,0,0,0,0,0,0,0,0,0,0
Eastern Mediterranean,Syrian Arab Republic,2013,21.9,0,0,0,0,0,0,0,154,154,0,0,0,0,0,0,0,0,0,0,0
Eastern Mediterranean,Syrian Arab Republic,2014,22,0,0,0,0,0,0,0,180,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Tajikistan,2000,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Tajikistan,2001,6.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Tajikistan,2002,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Tajikistan,2003,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Tajikistan,2004,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Tajikistan,2005,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Tajikistan,2006,6.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Tajikistan,2007,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Tajikistan,2008,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Tajikistan,2009,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Tajikistan,2010,7.1,0,0,0,NA,NA,NA,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Tajikistan,2011,7,0,0,0,0,0,0,0,43,43,0,0,0,0,0,0,0,0,0,0,0
Europe,Tajikistan,2012,7.1,0,0,0,0,0,0,0,43,43,0,0,0,0,0,0,0,0,0,0,0
Europe,Tajikistan,2013,8.2,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0
Europe,Tajikistan,2014,8.4,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0
South-East Asia,Thailand,2000,61.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South-East Asia,Thailand,2001,63.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South-East Asia,Thailand,2002,64.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South-East Asia,Thailand,2003,62.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South-East Asia,Thailand,2004,63.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South-East Asia,Thailand,2005,64.2,45,45,NA,NA,NA,NA,20,10,30,20,NA,5,25,NA,NA,NA,NA,0,NA,0
South-East Asia,Thailand,2006,64.8,63,63,0,NA,NA,NA,114,NA,114,24,0,NA,24,5,NA,NA,0,0,0,0
South-East Asia,Thailand,2007,65.3,93,93,0,NA,NA,NA,164,NA,164,27,0,4,31,5,NA,NA,1,1,1,NA
South-East Asia,Thailand,2008,64.3,81,81,NA,NA,NA,NA,149,189,338,45,NA,5,50,5,NA,NA,NA,NA,NA,NA
South-East Asia,Thailand,2009,67.8,87,NA,NA,NA,NA,NA,155,156,311,55,0,0,55,8,NA,NA,0,NA,0,0
South-East Asia,Thailand,2010,68.1,87,87,0,NA,NA,NA,166,185,351,44,NA,19,63,5,NA,NA,0,NA,0,0
South-East Asia,Thailand,2011,69.5,113,113,0,109,109,0,202,198,400,63,NA,17,80,8,1,0,1,2,2,0
South-East Asia,Thailand,2012,69.9,136,136,0,131,131,0,250,214,464,73,0,NA,73,13,0,0,0,2,2,0
South-East Asia,Thailand,2013,67,158,158,0,155,155,0,290,258,548,76,0,22,98,12,1,0,1,0,0,0
South-East Asia,Thailand,2014,67.2,188,188,0,181,181,0,333,222,555,77,0,19,96,22,5,0,5,2,2,0
Europe,Republic of North Macedonia,2000,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Republic of North Macedonia,2001,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Republic of North Macedonia,2002,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Republic of North Macedonia,2003,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Republic of North Macedonia,2004,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Republic of North Macedonia,2005,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Republic of North Macedonia,2006,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Republic of North Macedonia,2007,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Republic of North Macedonia,2008,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Republic of North Macedonia,2009,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Republic of North Macedonia,2010,2,0,0,0,NA,NA,NA,0,12,12,0,0,0,0,0,NA,NA,0,NA,0,0
Europe,Republic of North Macedonia,2011,2.1,0,0,0,0,0,0,0,6,6,0,0,1,1,NA,NA,NA,NA,NA,NA,NA
Europe,Republic of North Macedonia,2012,2.1,0,0,0,NA,NA,NA,0,28,28,0,0,0,0,0,0,0,0,0,0,0
Europe,Republic of North Macedonia,2013,2.1,0,0,0,0,0,0,0,38,38,0,0,0,0,0,0,0,0,0,0,0
Europe,Republic of North Macedonia,2014,2.1,10,NA,NA,6,NA,NA,12,29,41,0,0,0,0,0,0,0,0,0,0,0
America,Trinidad and Tobago,2000,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Trinidad and Tobago,2001,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Trinidad and Tobago,2002,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Trinidad and Tobago,2003,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Trinidad and Tobago,2004,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Trinidad and Tobago,2005,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Trinidad and Tobago,2006,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Trinidad and Tobago,2007,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Trinidad and Tobago,2008,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Trinidad and Tobago,2009,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Trinidad and Tobago,2010,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Trinidad and Tobago,2011,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Trinidad and Tobago,2012,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Trinidad and Tobago,2013,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Trinidad and Tobago,2014,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,Tunisia,2000,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,Tunisia,2001,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,Tunisia,2002,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,Tunisia,2003,9.8,5,5,0,NA,NA,NA,10,32,42,1,NA,NA,1,0,NA,NA,0,NA,NA,NA
Eastern Mediterranean,Tunisia,2004,9.9,8,8,0,NA,NA,NA,15,28,43,4,NA,NA,4,2,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,Tunisia,2005,10.1,7,7,0,NA,NA,NA,13,49,62,4,NA,1,5,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,Tunisia,2006,10.2,4,4,0,NA,NA,NA,7,63,70,2,NA,3,5,0,NA,NA,NA,0,0,NA
Eastern Mediterranean,Tunisia,2007,10.3,8,8,0,NA,NA,NA,14,75,89,3,NA,1,4,0,NA,NA,0,0,0,NA
Eastern Mediterranean,Tunisia,2008,10.4,14,14,0,NA,NA,NA,28,99,127,4,0,NA,4,NA,NA,NA,NA,NA,NA,0
Eastern Mediterranean,Tunisia,2009,10.3,14,14,0,NA,NA,NA,28,99,127,4,0,0,4,0,NA,NA,NA,NA,0,0
Eastern Mediterranean,Tunisia,2010,10.4,16,16,0,NA,NA,NA,30,102,132,0,0,0,0,0,NA,NA,0,NA,0,0
Eastern Mediterranean,Tunisia,2011,10.6,6,6,0,6,6,0,11,99,110,0,0,0,0,1,0,0,0,0,0,0
Eastern Mediterranean,Tunisia,2012,10.7,1,1,0,1,1,0,2,122,124,1,0,1,2,0,0,0,0,0,0,0
Eastern Mediterranean,Tunisia,2013,11,9,9,0,9,9,0,18,107,125,1,NA,NA,1,0,1,NA,1,0,0,0
Eastern Mediterranean,Tunisia,2014,11.1,9,9,0,9,9,0,18,107,125,1,NA,NA,1,0,1,NA,1,0,0,0
Europe,Türkiye,2000,66.6,NA,NA,NA,NA,NA,NA,92,276,368,59,NA,NA,59,11,NA,NA,NA,NA,NA,NA
Europe,Türkiye,2001,67.6,89,89,NA,NA,NA,NA,162,329,491,107,NA,NA,107,27,NA,NA,NA,NA,NA,NA
Europe,Türkiye,2002,68.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Türkiye,2003,71.3,105,103,2,NA,NA,NA,177,428,605,85,NA,81,166,23,NA,NA,NA,9,5,1
Europe,Türkiye,2004,72.3,136,135,1,NA,NA,NA,243,492,735,113,NA,132,245,33,NA,NA,NA,37,21,1
Europe,Türkiye,2005,73.2,153,153,NA,NA,NA,NA,273,653,926,124,NA,200,324,NA,NA,NA,NA,13,9,1
Europe,Türkiye,2006,74.2,143,NA,NA,NA,NA,NA,257,685,942,114,NA,205,319,45,NA,NA,NA,7,4,NA
Europe,Türkiye,2007,75.2,223,223,0,NA,NA,NA,399,911,1310,209,NA,274,483,63,NA,NA,1,9,3,0
Europe,Türkiye,2008,75.8,262,259,3,NA,NA,NA,414,1248,1662,212,0,390,602,51,NA,NA,1,10,3,3
Europe,Türkiye,2009,74.8,262,262,0,NA,NA,NA,431,1931,2362,229,0,364,593,55,NA,NA,7,NA,0,1
Europe,Türkiye,2010,75.7,272,272,NA,NA,NA,NA,395,2107,2402,209,NA,486,695,86,NA,NA,3,NA,NA,3
Europe,Türkiye,2011,73.6,311,311,0,NA,NA,NA,521,2421,2942,281,NA,623,904,93,5,NA,5,26,NA,1
Europe,Türkiye,2012,74.5,345,NA,NA,NA,NA,NA,524,2381,2905,264,1,736,1001,61,25,0,25,6,NA,5
Europe,Türkiye,2013,74.9,381,381,0,379,379,0,585,2359,2944,289,0,959,1248,63,32,0,32,4,2,2
Europe,Türkiye,2014,75.8,407,407,0,404,404,0,634,2298,2932,320,0,892,1212,78,33,0,33,10,2,5
Europe,Ukraine,2000,50.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Ukraine,2001,49.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Ukraine,2002,48.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Ukraine,2003,48.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Ukraine,2004,48.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Ukraine,2005,46.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Ukraine,2006,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Ukraine,2007,45.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Ukraine,2008,45.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Ukraine,2009,45.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Ukraine,2010,45.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Ukraine,2011,45.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Ukraine,2012,44.9,4,4,0,NA,NA,NA,4,115,119,1,NA,12,13,NA,NA,NA,NA,NA,NA,NA
Europe,Ukraine,2013,45.2,11,11,0,11,11,0,22,118,140,0,0,14,14,0,0,0,0,0,0,0
Europe,Ukraine,2014,44.9,NA,NA,NA,NA,NA,NA,14,117,131,0,NA,17,17,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,United Arab Emirates,2000,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,United Arab Emirates,2001,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,United Arab Emirates,2002,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,United Arab Emirates,2003,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,United Arab Emirates,2004,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,United Arab Emirates,2005,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,United Arab Emirates,2006,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,United Arab Emirates,2007,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,United Arab Emirates,2008,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,United Arab Emirates,2009,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,United Arab Emirates,2010,4.7,NA,NA,NA,NA,NA,NA,NA,19,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,United Arab Emirates,2011,7.9,0,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0
Eastern Mediterranean,United Arab Emirates,2012,8.1,1,1,0,1,1,0,1,19,20,0,0,0,0,0,0,0,0,0,0,0
Eastern Mediterranean,United Arab Emirates,2013,9.3,0,0,0,0,0,0,1,27,28,0,0,0,0,0,0,0,0,0,0,0
Eastern Mediterranean,United Arab Emirates,2014,9.4,0,0,0,0,0,0,1,27,28,0,0,0,0,0,0,0,0,0,0,0
Europe,United Kingdom,2000,58.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,United Kingdom,2001,59.5,777,777,NA,NA,NA,NA,NA,358,358,667,1,8,675,198,NA,NA,92,47,41,2
Europe,United Kingdom,2002,59.7,765,713,52,NA,NA,NA,NA,371,371,700,4,2,702,174,NA,NA,181,60,52,NA
Europe,United Kingdom,2003,59.3,710,644,66,NA,NA,NA,1246,439,1685,630,3,3,633,163,NA,NA,151,54,42,1
Europe,United Kingdom,2004,59.4,813,726,87,NA,NA,NA,1905,463,2368,721,2,10,731,180,NA,NA,134,79,69,1
Europe,United Kingdom,2005,59.7,753,632,121,NA,NA,NA,1312,543,1855,597,NA,8,605,NA,NA,NA,137,116,102,2
Europe,United Kingdom,2006,59.8,779,633,146,NA,NA,NA,1396,671,2067,637,3,9,646,159,NA,NA,121,163,138,4
Europe,United Kingdom,2007,60,793,607,186,NA,NA,NA,1414,804,2218,627,3,17,644,138,NA,NA,120,247,196,NA
Europe,United Kingdom,2008,61,885,621,264,NA,NA,NA,1382,454,1836,683,8,36,719,127,NA,NA,139,216,162,14
Europe,United Kingdom,2009,61.6,931,613,318,NA,601,286,1616,982,2598,660,3,25,685,138,NA,NA,149,NA,159,22
Europe,United Kingdom,2010,61.9,1015,642,373,NA,NA,NA,1698,1026,2724,684,4,24,712,124,NA,NA,162,NA,151,18
Europe,United Kingdom,2011,62.4,1056,651,405,NA,NA,NA,1726,1026,2752,718,4,37,759,148,191,0,191,236,163,21
Europe,United Kingdom,2012,62.8,1164,660,504,NA,NA,NA,1867,1032,2899,777,3,36,816,142,182,0,182,254,172,15
Europe,United Kingdom,2013,63.1,1323,779,544,1257,766,491,2157,1100,3257,870,4,30,904,195,211,0,211,264,190,27
Europe,United Kingdom,2014,63.5,1309,804,505,1241,789,452,2104,1097,3201,902,3,32,937,186,194,0,194,239,171,21
Africa,United Republic of Tanzania,2000,33.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Africa,United Republic of Tanzania,2001,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Africa,United Republic of Tanzania,2002,36.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Africa,United Republic of Tanzania,2003,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Africa,United Republic of Tanzania,2004,37.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Africa,United Republic of Tanzania,2005,38.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Africa,United Republic of Tanzania,2006,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Africa,United Republic of Tanzania,2007,39.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Africa,United Republic of Tanzania,2008,41.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Africa,United Republic of Tanzania,2009,43.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Africa,United Republic of Tanzania,2010,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Africa,United Republic of Tanzania,2011,46.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Africa,United Republic of Tanzania,2012,47.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Africa,United Republic of Tanzania,2013,49.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Africa,United Republic of Tanzania,2014,50.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,United States of America,2000,278.4,5985,5852,118,NA,NA,NA,8126,5495,13621,NA,NA,NA,4954,2246,NA,NA,959,1343,908,80
America,United States of America,2001,285.9,6080,5911,167,NA,NA,NA,8859,5293,14152,NA,NA,NA,5177,2202,NA,NA,1054,1352,888,111
America,United States of America,2002,288.5,6190,5999,190,NA,NA,NA,8498,6234,14732,4968,NA,358,5326,2154,NA,NA,1042,1451,905,108
America,United States of America,2003,294,6457,6187,270,NA,NA,NA,8664,6464,15128,5351,NA,320,5671,2084,NA,NA,1114,1373,871,116
America,United States of America,2004,297,7150,6757,393,NA,NA,NA,9354,6647,16001,5845,NA,323,6168,2055,NA,NA,1173,1484,880,152
America,United States of America,2005,298.2,7593,7029,564,NA,NA,NA,9914,6563,16477,6121,NA,323,6444,NA,NA,NA,1408,1444,903,178
America,United States of America,2006,301,8017,7375,642,NA,NA,NA,10654,6435,17089,6362,NA,288,6650,2192,NA,NA,NA,1386,924,175
America,United States of America,2007,303.9,8085,7294,791,NA,NA,NA,10587,6038,16625,6227,NA,266,6493,2210,NA,NA,1469,1331,862,198
America,United States of America,2008,308.8,7989,7140,849,NA,NA,NA,10550,5967,16517,6069,NA,249,6318,2163,NA,NA,1478,1273,837,185
America,United States of America,2009,314.7,8022,7102,920,NA,NA,NA,10442,6388,16830,6111,NA,219,6330,2211,NA,NA,1660,NA,854,180
America,United States of America,2010,317.6,7943,7000,943,NA,NA,NA,10622,6276,16898,6009,NA,282,6291,2333,NA,NA,1770,NA,828,151
America,United States of America,2011,313.1,8126,7069,1057,NA,NA,NA,11838,5772,17610,6084,11,247,6342,2349,1848,1,1850,1082,795,129
America,United States of America,2012,315.8,8143,7036,1107,NA,NA,NA,11669,5617,17286,6010,10,236,6256,2407,1782,1,1783,1043,801,106
America,United States of America,2013,320.1,8269,7062,1207,7795,6750,1045,11924,5733,17657,6203,8,244,6455,2554,1945,1,1946,1018,726,109
America,United States of America,2014,322.6,8596,7304,1292,8131,6974,1157,12279,5536,17815,6449,12,268,6729,2679,1949,0,1949,954,709,139
America,Uruguay,2000,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Uruguay,2001,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Uruguay,2002,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Uruguay,2003,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Uruguay,2004,3.4,61,61,NA,NA,NA,NA,84,NA,84,NA,NA,NA,NA,10,NA,NA,NA,5,5,NA
America,Uruguay,2005,3.5,64,64,NA,NA,NA,NA,116,3,119,1,NA,NA,1,NA,NA,NA,NA,2,2,NA
America,Uruguay,2006,3.5,81,NA,NA,NA,NA,NA,134,8,142,NA,NA,NA,NA,7,NA,NA,NA,6,6,NA
America,Uruguay,2007,3.5,60,60,NA,NA,NA,NA,96,6,102,3,NA,1,4,4,NA,NA,2,2,2,NA
America,Uruguay,2008,3.4,63,NA,0,NA,NA,NA,114,7,121,3,NA,NA,3,11,NA,NA,4,6,6,NA
America,Uruguay,2009,3.4,65,65,0,NA,NA,NA,123,7,130,10,0,0,10,7,NA,NA,0,NA,5,0
America,Uruguay,2010,3.4,49,49,0,NA,NA,NA,90,3,93,12,0,0,12,7,NA,NA,2,NA,4,0
America,Uruguay,2011,3.4,68,68,0,NA,NA,NA,128,4,132,24,0,0,24,8,1,0,1,5,5,0
America,Uruguay,2012,3.4,54,54,0,NA,NA,NA,96,3,99,17,0,0,17,7,6,0,6,5,5,1
America,Uruguay,2013,3.4,58,58,0,56,56,0,104,11,115,23,0,2,25,5,0,0,0,4,4,0
America,Uruguay,2014,3.4,68,68,0,64,64,0,126,12,138,NA,NA,NA,26,7,NA,NA,NA,2,2,0
Europe,Uzbekistan,2000,24.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Uzbekistan,2001,25.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Uzbekistan,2002,25.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Uzbekistan,2003,26.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Uzbekistan,2004,26.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Uzbekistan,2005,26.6,NA,NA,NA,NA,NA,NA,13,13,26,0,NA,NA,0,NA,NA,NA,NA,0,NA,0
