region,country,year,population_m,donor_actual_total,donor_actual_dbd,donor_actual_dcd,donor_utilized_total,donor_utilized_dbd,donor_utilized_dcd,tx_kidney_deceased,tx_kidney_living,tx_kidney_total,tx_liver_deceased,tx_liver_domino,tx_liver_living,tx_liver_total,tx_heart_total,tx_lung_deceased,tx_lung_living,tx_lung_total,tx_pancreas_total,tx_kidneypancreas_total,tx_smallbowel_total
Europe,Uzbekistan,2006,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Uzbekistan,2007,27.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Uzbekistan,2008,27.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Uzbekistan,2009,27.5,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Uzbekistan,2010,27.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Uzbekistan,2011,27.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Uzbekistan,2012,28.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Uzbekistan,2013,28.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Uzbekistan,2014,29.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Venezuela (Bolivarian Republic of),2000,24.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Venezuela (Bolivarian Republic of),2001,24.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Venezuela (Bolivarian Republic of),2002,25.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Venezuela (Bolivarian Republic of),2003,25.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Venezuela (Bolivarian Republic of),2004,26.2,51,51,NA,NA,NA,NA,94,108,202,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
America,Venezuela (Bolivarian Republic of),2005,26.7,49,49,NA,NA,NA,NA,89,142,231,2,NA,3,5,NA,NA,NA,NA,NA,NA,NA
America,Venezuela (Bolivarian Republic of),2006,27.2,62,NA,NA,NA,NA,NA,118,153,271,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA
America,Venezuela (Bolivarian Republic of),2007,27.7,99,99,NA,NA,NA,NA,186,159,345,4,NA,6,10,NA,NA,NA,NA,NA,NA,NA
America,Venezuela (Bolivarian Republic of),2008,28.1,93,NA,0,NA,NA,NA,178,100,278,2,0,8,10,NA,NA,NA,NA,NA,NA,0
America,Venezuela (Bolivarian Republic of),2009,28.6,91,91,0,NA,NA,NA,169,87,256,0,0,12,12,0,NA,NA,0,NA,0,0
America,Venezuela (Bolivarian Republic of),2010,29,100,100,0,NA,NA,NA,179,84,263,0,0,8,8,0,NA,NA,0,NA,0,0
America,Venezuela (Bolivarian Republic of),2011,29.4,112,112,0,NA,NA,NA,205,93,298,0,0,8,8,0,0,0,0,0,0,0
America,Venezuela (Bolivarian Republic of),2012,29.9,140,140,0,NA,NA,NA,240,99,339,1,0,8,9,0,0,0,0,0,0,0
America,Venezuela (Bolivarian Republic of),2013,30.4,112,112,0,103,103,0,196,85,281,1,0,6,7,0,0,0,0,0,0,0
America,Venezuela (Bolivarian Republic of),2014,30.9,54,54,0,52,52,0,104,98,202,1,NA,7,8,0,0,0,0,0,0,0
Western Pacific,Viet Nam,2000,79.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Pacific,Viet Nam,2001,79.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Pacific,Viet Nam,2002,80.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Pacific,Viet Nam,2003,81.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Pacific,Viet Nam,2004,82.5,NA,NA,NA,NA,NA,NA,0,34,34,0,NA,2,2,0,NA,NA,0,0,NA,NA
Western Pacific,Viet Nam,2005,84.2,0,0,0,NA,NA,NA,0,24,24,0,NA,4,4,NA,NA,NA,NA,NA,NA,NA
Western Pacific,Viet Nam,2006,85.3,0,0,0,NA,NA,NA,0,4,4,0,NA,6,6,0,NA,NA,0,0,0,10
Western Pacific,Viet Nam,2007,86.4,0,0,0,NA,NA,NA,0,2,2,0,NA,6,6,0,NA,NA,0,0,0,12
Western Pacific,Viet Nam,2008,88.5,0,0,0,NA,NA,NA,NA,2,2,NA,NA,6,6,NA,NA,NA,NA,NA,NA,12
Western Pacific,Viet Nam,2009,88.1,0,0,0,NA,NA,NA,0,2,2,0,NA,6,6,0,NA,NA,0,NA,0,12
Western Pacific,Viet Nam,2010,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Pacific,Viet Nam,2011,88.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Pacific,Viet Nam,2012,89.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Pacific,Viet Nam,2013,91.7,30,30,0,30,30,0,18,201,219,10,NA,1,11,2,0,0,0,0,0,0
Western Pacific,Viet Nam,2014,92.5,17,17,0,17,17,0,9,261,270,5,0,3,8,2,0,0,0,1,1,0
America,Argentina,2015,43.4,592,592,0,516,516,0,812,386,1198,347,NA,29,376,114,46,0,46,74,71,2
Europe,Armenia,2015,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
Western Pacific,Australia,2015,24,435,315,120,418,304,114,703,242,945,265,1,2,268,95,195,0,195,45,43,1
Europe,Azerbaijan,2015,9.8,0,0,0,0,0,0,0,94,94,0,NA,16,16,0,0,0,0,0,0,0
Europe,Bosnia and Herzegovina,2015,3.8,6,6,0,6,6,0,7,16,23,4,0,4,8,0,0,0,0,0,0,0
Europe,Belarus,2015,9.5,191,191,0,181,181,0,311,22,333,70,0,2,72,33,2,0,2,5,5,0
America,Brazil,2015,207.8,2836,2836,0,2646,2646,0,4493,1017,5510,1670,0,146,1816,352,70,4,74,121,101,1
Europe,Bulgaria,2015,7.1,45,45,0,19,19,0,38,10,48,15,0,1,16,7,0,0,0,0,0,0
America,Canada,2015,35.9,681,543,138,681,543,138,992,445,1437,444,NA,82,526,172,NA,NA,279,76,44,5
Europe,Belgium,2015,11.3,357,NA,NA,315,209,106,471,57,528,247,1,32,280,78,129,0,129,12,12,0
Europe,Cyprus,2015,0.8,3,3,0,2,2,0,1,19,20,0,0,0,0,0,0,0,0,0,0,0
Europe,Croatia,2015,4.2,169,169,0,159,159,0,208,5,213,139,0,2,141,37,0,0,0,8,8,0
Europe,Czech Republic,2015,10.5,246,238,8,230,222,8,400,53,453,188,0,0,188,75,34,0,34,37,34,1
Europe,Denmark,2015,5.7,87,87,0,85,85,0,154,119,273,58,0,0,58,27,35,0,35,2,2,0
Europe,Estonia,2015,1.3,21,21,0,21,21,0,33,5,38,7,0,0,7,0,4,0,4,1,1,0
Europe,Finland,2015,5.5,127,127,0,126,126,0,229,15,244,77,0,0,77,27,24,0,24,17,16,3
Europe,France,2015,64.4,1809,1754,55,1742,1693,49,2939,547,3486,1331,9,15,1355,479,353,0,353,78,70,3
Europe,Greece,2015,11,39,39,0,36,36,0,63,35,98,22,0,0,22,6,0,0,0,0,0,0
Europe,Hungary,2015,9.9,236,236,0,174,174,0,303,40,343,89,0,0,89,51,1,0,1,13,13,0
Europe,Ireland,2015,4.7,81,77,4,76,72,4,120,33,153,61,0,0,61,16,36,0,36,0,0,0
Europe,Italy,2015,59.8,1369,1361,8,1165,1159,6,1578,303,1881,1071,0,23,1094,245,112,0,112,50,31,1
Europe,Latvia,2015,2,37,26,11,36,26,10,66,11,77,0,0,0,0,2,0,0,0,0,0,0
Europe,Lithuania,2015,2.9,57,57,0,56,56,0,106,9,115,14,0,0,14,17,2,0,2,1,1,0
Europe,Malta,2015,0.4,6,6,0,5,5,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0
Europe,Poland,2015,38.6,526,523,3,510,507,3,987,60,1047,310,0,22,332,99,24,0,24,41,29,0
Europe,Portugal,2015,10.3,319,319,0,301,301,0,421,62,483,233,14,2,249,50,15,0,15,27,26,0
Europe,Romania,2015,19.5,113,113,0,113,113,0,199,46,245,85,0,11,96,4,0,0,0,1,1,0
Europe,Slovakia,2015,5.4,94,94,0,90,90,0,165,19,184,34,0,0,34,27,0,0,0,0,0,0
Europe,Spain,2015,46.1,1851,1537,314,1605,1350,255,2517,388,2905,1127,5,30,1162,299,294,0,294,97,72,12
Eastern Mediterranean,Saudi Arabia,2015,31.5,89,89,0,86,86,0,144,618,762,67,0,130,197,30,39,0,39,8,2,0
Europe,Uzbekistan,2015,29.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Europe,Sweden,2015,9.8,169,169,0,167,167,0,295,131,426,176,2,2,180,64,48,0,48,30,23,2
Europe,United Kingdom,2015,64.7,1311,763,548,1237,739,498,2131,1042,3173,863,2,35,900,194,202,0,202,244,175,15
Eastern Mediterranean,Kuwait,2015,3.9,12,12,0,12,12,0,24,57,81,0,0,0,0,0,0,0,0,1,1,0
Eastern Mediterranean,Jordan,2015,7.6,1,1,0,1,1,0,2,230,232,0,0,12,12,0,0,0,0,0,0,0
Western Pacific,Mongolia,2015,3,NA,NA,NA,NA,NA,NA,NA,20,20,NA,NA,7,7,NA,NA,NA,NA,NA,NA,NA
Europe,Georgia,2015,4,0,0,0,0,0,0,0,50,50,0,0,6,6,0,0,0,0,0,0,0
Europe,Iceland,2015,0.3,12,12,0,12,12,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0
Eastern Mediterranean,Iran (Islamic Republic of),2015,79.1,808,808,0,0,0,0,1433,1098,2531,671,0,45,716,102,16,0,16,15,11,4
Europe,Israel,2015,8.1,77,76,1,74,73,1,120,174,294,64,0,14,78,22,47,0,47,6,6,0
Europe,Republic of North Macedonia,2015,2.1,2,2,0,2,2,0,3,9,12,0,0,0,0,0,0,0,0,0,0,0
Western Pacific,Malaysia,2015,30.3,30,30,0,28,28,0,51,31,82,12,0,0,12,1,1,0,1,0,0,0
Eastern Mediterranean,Morocco,2015,34.4,11,11,0,11,11,0,20,32,52,8,NA,2,10,1,0,0,0,0,0,0
Europe,Republic of Moldova,2015,4.1,4,4,0,4,4,0,6,4,10,2,0,2,4,0,0,0,0,0,0,0
Europe,Montenegro,2015,0.6,0,0,0,0,0,0,0,6,6,0,0,1,1,0,0,0,0,0,0,0
Western Pacific,New Zealand,2015,4.5,53,48,5,50,45,5,73,74,147,45,0,3,48,12,23,0,23,3,3,0
Europe,Norway,2015,5.2,111,105,6,110,105,5,191,63,254,83,0,3,86,37,34,0,34,31,11,0
Europe,Russian Federation,2015,143.5,434,361,73,434,361,73,755,190,945,192,0,133,325,179,24,0,24,12,0,0
Eastern Mediterranean,Sudan,2015,40.2,0,0,0,0,0,0,0,199,199,0,0,0,0,0,0,0,0,0,0,0
Europe,Switzerland,2015,8.3,143,127,16,134,119,15,222,100,322,133,1,2,136,40,52,0,52,8,7,0
Eastern Mediterranean,Syrian Arab Republic,2015,18.5,0,0,0,0,0,0,0,209,209,0,0,0,0,0,0,0,0,0,0,0
Europe,Türkiye,2015,78.7,472,472,0,470,470,0,670,2534,3204,345,0,871,1216,89,30,0,30,7,2,6
Europe,Ukraine,2015,44.8,3,3,0,3,3,0,6,120,126,0,0,10,10,0,0,0,0,0,0,0
America,United States of America,2015,321.8,9079,7585,1494,8518,7230,1288,12969,5628,18597,6768,15,344,7127,2819,2072,0,2072,947,719,141
Eastern Mediterranean,Qatar,2015,2.2,8,8,0,8,8,0,12,37,49,6,0,3,9,0,0,0,0,0,0,0
Africa,Ethiopia,2015,99.4,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0
America,Colombia,2015,48.2,405,405,0,0,0,0,736,133,869,232,0,33,265,65,17,0,17,11,11,3
America,Costa Rica,2015,4.8,34,34,0,34,34,0,63,52,115,8,0,0,8,3,1,0,1,0,0,0
America,Cuba,2015,11.4,159,159,0,117,117,0,173,13,186,16,0,0,16,2,0,0,0,0,0,0
America,Dominican Republic,2015,10.5,7,7,0,7,7,0,11,26,37,4,0,0,4,0,0,0,0,0,0,0
America,Ecuador,2015,16.1,63,63,0,63,63,0,112,6,118,12,0,2,14,0,0,0,0,0,0,0
America,Guatemala,2015,16.3,15,0,0,0,0,0,30,105,135,0,0,0,0,0,0,0,0,0,0,0
America,Honduras,2015,8.1,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0
America,Mexico,2015,127,446,446,0,446,446,0,810,1960,2770,147,0,4,151,38,0,0,0,1,0,0
America,Panama,2015,3.9,25,25,0,17,17,0,29,5,34,7,0,0,7,0,0,0,0,0,0,0
America,Paraguay,2015,6.6,10,10,0,10,10,0,19,18,37,1,0,0,1,2,0,0,0,0,0,0
America,Peru,2015,31.4,82,82,0,78,78,0,137,29,166,22,0,0,22,9,2,0,2,0,0,0
America,Uruguay,2015,3.4,45,45,0,43,43,0,81,17,98,16,0,3,19,4,0,0,0,2,2,0
Eastern Mediterranean,United Arab Emirates,2015,9.2,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0
America,Venezuela (Bolivarian Republic of),2015,31.1,53,53,0,51,51,0,96,90,186,1,0,5,6,0,0,0,0,0,0,0
Western Pacific,Japan,2015,126.6,91,58,33,90,58,32,167,1462,1629,57,6,391,454,44,45,16,61,36,32,0
Western Pacific,Singapore,2015,5.6,22,21,1,22,21,1,32,40,72,20,0,18,38,6,1,0,1,1,1,0
South-East Asia,Thailand,2015,68,206,206,0,192,192,0,364,238,602,72,0,20,92,25,1,0,1,1,0,0
Africa,South Africa,2015,54.5,85,83,2,85,83,2,131,96,227,53,0,13,66,14,12,0,12,5,3,0
Eastern Mediterranean,Lebanon,2015,5.9,5,5,0,3,3,0,6,70,76,2,0,3,5,2,NA,NA,NA,NA,NA,NA
South-East Asia,Maldives,2015,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Pacific,Republic of Korea,2015,50.3,501,500,1,501,500,1,901,990,1891,456,0,942,1398,145,64,0,64,57,19,1
Europe,Netherlands,2015,16.9,284,128,156,265,126,139,470,514,984,148,0,3,151,54,78,0,78,25,22,0
Europe,Luxembourg,2015,0.6,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eastern Mediterranean,Pakistan,2015,188.9,NA,NA,NA,NA,NA,NA,NA,361,361,NA,NA,139,139,0,0,0,0,0,0,0
Europe,Slovenia,2015,2.1,54,54,0,53,53,0,64,0,64,24,0,0,24,24,0,0,0,5,5,0
Africa,Kenya,2015,46.1,NA,NA,NA,NA,NA,NA,NA,26,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Chile,2015,17.9,120,NA,NA,NA,NA,NA,NA,NA,209,NA,NA,NA,68,24,NA,NA,16,4,NA,NA
Eastern Mediterranean,Afghanistan,2015,32.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Albania,2015,2.9,0,0,0,NA,NA,NA,0,9,9,0,NA,3,3,NA,NA,NA,NA,NA,NA,NA
Africa,Algeria,2015,39.7,1,1,0,1,1,0,2,168,170,0,0,1,1,0,0,0,0,0,0,0
South-East Asia,Bangladesh,2015,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Barbados,2015,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South-East Asia,Bhutan,2015,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
America,Bolivia (Plurinational State of),2015,10.7,9,9,0,9,9,0,17,79,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Pacific,Brunei Darussalam,2015,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Africa,Cameroon,2015,23.3,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Pacific,China,2015,1376,2766,443,2323,2707,432,2275,4931,2109,7040,2150,0,470,2620,279,118,0,118,NA,NA,NA
Eastern Mediterranean,Egypt,2015,91.5,0,0,0,NA,NA,NA,0,1417,1417,0,0,450,450,0,0,0,0,0,0,0
America,El Salvador,2015,6.1,0,0,0,NA,NA,NA,0,44,44,0,0,0,0,0,0,0,0,0,0,0
Western Pacific,Fiji,2015,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Africa,Ghana,2015,27.4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
America,Guyana,2015,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South-East Asia,India,2015,1311.1,666,664,2,604,602,2,984,5571,6555,498,0,1118,1616,118,51,0,51,6,0,2
South-East Asia,Indonesia,2015,257.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Jamaica,2015,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Kazakhstan,2015,17.6,22,22,0,22,22,0,36,183,219,12,0,45,57,19,3,0,3,0,0,0
Western Pacific,Lao People's Democratic Republic,2015,6.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eastern Mediterranean,State of Libya,2015,6.3,0,0,0,0,0,0,0,5,5,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
Africa,Mali,2015,17.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Africa,Mauritius,2015,1.3,0,0,0,NA,NA,NA,0,14,14,0,0,0,0,0,NA,NA,0,0,0,0
Europe,Monaco,2015,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South-East Asia,Myanmar,2015,53.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South-East Asia,Nepal,2015,28.5,0,0,0,0,0,0,0,100,100,0,NA,0,0,0,NA,NA,NA,NA,0,0
America,Nicaragua,2015,6.1,0,0,0,0,0,0,0,11,11,NA,0,0,0,0,NA,0,0,0,0,0
Eastern Mediterranean,Oman,2015,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA
Western Pacific,Palau,2015,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Pacific,Philippines,2015,100.7,NA,NA,NA,NA,NA,NA,43,401,444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Africa,Senegal,2015,15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Europe,Serbia,2015,8.9,41,41,0,41,41,0,74,30,104,17,0,0,17,4,0,0,0,0,0,0
South-East Asia,Sri Lanka,2015,20.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Tajikistan,2015,8.5,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0
Eastern Mediterranean,Tunisia,2015,11.3,9,9,0,9,9,0,18,10,125,1,NA,NA,1,0,1,NA,1,0,0,0
Africa,United Republic of Tanzania,2015,53.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Western Pacific,Viet Nam,2015,93.4,17,17,0,17,17,0,9,261,270,5,0,3,8,2,0,0,0,1,1,0
Europe,Kyrgyzstan,2015,5.9,0,0,0,0,0,0,0,20,20,0,NA,2,2,0,0,0,0,0,0,0
Europe,Germany,2015,80.7,877,877,0,863,863,0,1551,645,2196,846,3,45,894,286,295,2,297,105,93,NA
Africa,Nigeria,2015,182.2,0,0,0,0,0,0,0,39,39,0,0,0,0,0,0,0,0,0,0,0
Europe,Austria,2015,8.5,205,199,6,196,190,6,355,62,417,141,0,5,146,67,130,0,130,27,25,0
Eastern Mediterranean,Bahrain,2015,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
America,Trinidad and Tobago,2015,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Europe,Armenia,2016,3,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0
Western Pacific,Australia,2016,24.3,503,375,128,480,363,117,821,265,1086,312,0,2,314,125,199,0,199,51,46,1
Europe,Bosnia and Herzegovina,2016,3.8,5,5,0,5,5,0,10,8,18,3,0,0,3,0,0,0,0,0,0,0
America,Canada,2016,36.3,758,584,174,758,584,174,1260,472,1732,507,NA,73,580,204,302,0,302,95,61,5
Europe,Georgia,2016,4,0,0,0,0,0,0,NA,19,19,0,0,13,13,0,0,0,0,0,0,0
Europe,Iceland,2016,0.3,9,9,0,8,8,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0
Europe,Israel,2016,8.2,85,83,2,80,78,2,130,222,352,76,0,8,84,22,50,0,50,12,10,0
Europe,Republic of Moldova,2016,4.1,13,13,0,13,13,0,14,8,22,8,0,1,9,0,0,0,0,0,0,0
Europe,Montenegro,2016,0.6,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
Western Pacific,New Zealand,2016,4.6,61,55,6,59,54,5,90,82,172,55,1,3,59,11,17,0,17,4,4,0
Europe,Norway,2016,5.3,111,109,2,107,105,2,193,47,240,100,0,0,100,21,34,0,34,20,16,0
Europe,Russian Federation,2016,143.4,487,432,55,487,432,55,852,232,1084,229,NA,149,378,220,16,0,16,6,NA,0
Europe,Switzerland,2016,8.4,111,96,15,106,92,14,185,120,305,96,1,11,108,41,48,0,48,11,9,0
Europe,Türkiye,2016,79.6,562,562,0,492,492,NA,784,2639,3423,392,0,1004,1396,69,22,0,22,6,1,5
America,United States of America,2016,324.1,9970,8286,1684,9381,7929,1452,14229,5629,19858,7496,9,345,7841,3209,2345,0,2345,1013,798,147
America,Argentina,2016,43.8,515,515,0,481,481,0,746,404,1150,330,0,38,368,115,34,0,34,48,46,4
America,Brazil,2016,209.6,2983,2983,0,2823,2823,0,4400,1200,5600,1723,NA,157,1880,357,92,0,92,134,108,1
America,Chile,2016,18.1,134,134,0,128,128,0,222,82,304,79,0,14,93,23,19,0,19,4,4,0
America,Colombia,2016,48.7,343,343,0,336,336,0,637,125,762,199,0,41,240,58,16,0,16,5,5,3
America,Costa Rica,2016,4.9,23,23,0,23,23,0,42,68,110,10,0,3,13,5,2,0,2,0,0,0
America,Cuba,2016,11.4,149,149,0,103,103,0,160,25,185,18,0,2,20,2,0,0,0,0,0,0
America,Dominican Republic,2016,10.6,15,15,0,15,15,0,27,29,56,3,0,0,3,0,0,0,0,0,0,0
America,Ecuador,2016,16.4,83,83,0,82,82,0,133,6,139,31,0,0,31,0,0,0,0,0,0,0
America,Guatemala,2016,16.7,8,8,0,NA,NA,NA,15,107,122,0,0,0,0,0,0,0,0,0,0,0
America,Mexico,2016,128.6,470,470,0,452,452,0,851,2120,2971,175,0,3,178,34,1,0,1,3,0,0
America,Panama,2016,4,29,29,0,28,28,0,47,6,53,11,0,0,11,1,0,0,0,0,0,0
America,Paraguay,2016,6.7,11,11,0,11,11,0,22,25,47,6,0,0,6,2,0,0,0,0,0,0
America,Uruguay,2016,3.4,57,57,0,56,56,0,104,14,118,23,0,2,25,6,3,NA,3,2,2,0
Western Pacific,Malaysia,2016,30.8,6,6,0,5,5,0,9,39,48,1,0,0,1,0,0,0,0,0,0,0
Eastern Mediterranean,Syrian Arab Republic,2016,18.6,0,0,0,0,0,0,0,211,211,0,0,1,1,0,0,0,0,0,0,0
Eastern Mediterranean,Kuwait,2016,4,18,18,0,16,16,0,30,47,77,0,0,0,0,0,0,0,0,1,1,0
Eastern Mediterranean,Sudan,2016,41.2,0,0,0,0,0,0,0,224,224,0,0,0,0,0,0,0,0,0,0,0
Europe,Austria,2016,8.6,217,211,6,207,202,5,365,67,432,152,0,2,154,57,110,0,110,26,24,1
Europe,Belgium,2016,11.4,351,243,108,321,226,95,453,67,520,256,3,43,302,70,129,0,129,11,11,0
Europe,Bulgaria,2016,7.1,39,39,0,17,17,0,26,11,37,10,NA,1,11,9,0,0,0,0,0,0
Europe,Croatia,2016,4.2,166,166,0,150,150,0,183,7,190,121,NA,0,121,35,0,0,0,7,7,0
Europe,Cyprus,2016,1.2,4,4,NA,3,3,NA,4,15,19,0,0,0,0,0,0,0,0,0,0,0
Europe,Czech Republic,2016,10.5,266,262,4,244,240,4,412,46,458,178,NA,1,179,78,42,0,42,41,32,3
Europe,Denmark,2016,5.7,100,100,0,89,89,0,154,109,263,59,NA,0,59,29,29,0,29,7,7,0
Europe,Estonia,2016,1.3,22,22,0,22,22,0,38,4,42,10,0,0,10,0,3,0,3,2,2,0
Europe,Finland,2016,5.5,136,136,0,132,132,0,240,22,262,61,NA,0,61,31,18,0,18,27,26,0
Europe,France,2016,64.7,1859,1770,89,1804,1725,79,3039,576,3615,1312,5,5,1322,490,384,0,384,90,74,3
Europe,Germany,2016,80.7,857,857,0,833,833,0,1497,597,2094,826,12,50,888,297,328,0,328,97,85,4
Europe,Greece,2016,10.9,51,51,0,45,45,0,75,49,124,21,0,0,21,6,0,0,0,0,0,0
Europe,Hungary,2016,9.8,182,182,0,177,177,0,308,34,342,81,0,0,81,58,17,0,17,6,6,0
Europe,Ireland,2016,4.7,77,74,3,72,69,3,122,50,172,58,0,0,58,15,35,0,35,0,0,0
Europe,Italy,2016,59.8,1478,1458,20,1298,1284,14,1796,280,2076,1213,1,7,1221,266,147,0,147,67,56,2
Europe,Latvia,2016,2,30,19,11,26,19,7,49,10,59,0,0,0,0,3,0,0,0,0,0,0
Europe,Lithuania,2016,2.9,63,61,2,61,59,2,105,6,111,23,0,0,23,15,3,0,3,2,2,0
Eastern Mediterranean,Saudi Arabia,2016,32.2,92,91,1,83,82,1,123,673,796,69,1,145,215,29,16,0,16,11,4,1
Europe,Malta,2016,0.4,10,10,0,8,8,0,15,5,20,0,0,0,0,1,0,0,0,0,0,0
